Sr.No.,Course,Job profession,Student,Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist,,,,,,,,,
,,Archeologist,S3059,11,7,12,14,12,7,20,20,,,,,,,,,
,,Archeologist,S3060,12,8,12,11,12,6,17,15,,,,,,,,,
,,Archeologist,S3061,13,9,13,12,12,5,16,18,,,,,,,,,
,,Archeologist,S3062,14,10,13,11,12,5,15,19,,,,,,,,,
,,Archeologist,S3063,11,8,14,14,12,6,18,20,,,,,,,,,
,,Archeologist,S3064,12,9,14,11,12,7,19,17,,,,,,,,,
,,Archeologist,S3065,13,10,11,12,12,8,20,20,,,,,,,,,
,,Archeologist,S3066,14,8,11,11,12,9,17,15,,,,,,,,,
,,Archeologist,S3067,11,9,12,14,12,10,16,18,,,,,,,,,
,,Archeologist,S3068,12,10,12,11,12,9,15,19,,,,,,,,,
,,Archeologist,S3069,13,8,13,12,14,8,20,20,,,,,,,,,
,,Archeologist,S3070,14,9,13,11,14,7,15,17,,,,,,,,,
,,Archeologist,S3071,11,10,14,11,14,6,18,19,,,,,,,,,
,,Archeologist,S3072,12,6,14,11,14,5,19,15,,,,,,,,,
,,Archeologist,S3073,13,5,11,14,14,5,20,18,,,,,,,,,
,,Archeologist,S3074,14,5,11,11,14,6,17,19,,,,,,,,,
,,Archeologist,S3075,11,6,12,12,14,7,20,20,,,,,,,,,
,,Archeologist,S3076,12,7,12,12,14,8,15,17,,,,,,,,,
,,Archeologist,S3077,13,8,13,12,14,9,18,19,,,,,,,,,
,,Archeologist,S3078,14,6,13,12,14,10,19,15,,,,,,,,,
,,Archeologist,S3079,11,6,14,14,14,9,20,18,,,,,,,,,
,,Archeologist,S3080,12,6,14,11,14,8,17,19,,,,,,,,,
,,Archeologist,S3081,13,5,11,12,14,7,20,20,,,,,,,,,
,,Archeologist,S3082,14,5,11,12,11,6,15,17,,,,,,,,,
,,Archeologist,S3083,11,6,12,12,11,5,18,19,,,,,,,,,
,,Archeologist,S3084,12,7,12,12,11,5,19,15,,,,,,,,,
,,Archeologist,S3085,13,8,13,12,11,6,20,18,,,,,,,,,
,,Archeologist,S3086,14,8,13,12,11,7,17,19,,,,,,,,,
,,Archeologist,S3087,11,6,14,12,11,8,19,20,,,,,,,,,
,,Archeologist,S3088,12,5,14,12,11,9,15,17,,,,,,,,,
,,Archeologist,S3089,13,5,11,13,11,10,18,15,,,,,,,,,
,,Archeologist,S3090,14,6,11,13,11,9,19,15,,,,,,,,,
,,Archeologist,S3091,11,7,12,13,11,8,20,15,,,,,,,,,
,,Archeologist,S3092,12,8,12,13,11,7,17,18,,,,,,,,,
,,Archeologist,S3093,13,8,13,13,11,6,15,19,,,,,,,,,
,,Archeologist,S3094,14,9,13,13,11,5,18,20,,,,,,,,,
,,Archeologist,S3095,11,6,14,13,11,10,19,17,,,,,,,,,
,,Archeologist,S3096,12,5,14,13,11,9,20,15,,,,,,,,,
,,Archeologist,S3097,13,5,11,13,11,8,17,18,,,,,,,,,
,,Archeologist,S3098,14,6,11,13,11,7,19,19,,,,,,,,,
,,Archeologist,S3099,11,7,11,13,11,6,18,20,,,,,,,,,
,,Archeologist,S3100,12,8,11,13,11,5,16,17,,,,,,,,,
63,,Pre Primary Teacher (2020 NEP and Mental Health),S3101,15,12,18,11,12,20,5,5,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3102,18,13,19,12,12,20,6,6,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3103,19,14,20,13,12,20,7,7,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3104,20,11,17,14,12,20,5,5,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3105,17,12,16,13,12,20,6,6,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3106,20,13,15,12,12,20,8,7,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3107,15,14,18,11,12,20,9,5,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3108,18,11,19,11,12,20,10,6,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3109,19,12,20,12,12,20,8,7,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3110,20,13,17,13,12,20,9,8,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3111,17,14,16,14,12,20,10,9,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3112,15,11,15,13,12,20,8,10,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3113,18,12,18,12,12,20,9,8,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3114,19,13,19,11,12,20,10,9,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3115,20,14,20,11,12,20,8,10,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3116,17,11,17,12,12,20,9,8,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3117,19,12,16,13,12,19,10,9,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3118,19,13,15,14,12,19,8,10,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3119,19,14,20,13,14,19,9,8,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3120,15,11,19,12,14,19,10,9,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3121,18,12,15,11,14,19,8,10,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3122,19,13,18,11,14,19,9,6,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3123,20,14,19,12,14,19,10,6,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3124,17,11,20,13,14,19,6,7,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3125,19,12,20,14,14,19,8,5,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3126,15,13,20,13,14,19,9,6,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3127,18,14,19,12,14,19,10,8,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3128,19,11,15,11,14,19,8,6,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3129,20,12,18,11,14,19,9,5,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3130,17,13,19,12,14,19,10,7,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3131,19,14,20,13,14,19,6,5,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3132,15,11,19,14,11,19,8,6,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3133,18,12,20,13,12,19,9,8,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3134,19,13,20,12,11,19,10,7,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3135,20,14,19,11,12,15,8,7,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3136,17,11,19,11,11,15,9,5,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3137,15,12,19,12,13,15,10,6,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3138,15,13,19,13,11,15,9,8,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3139,15,14,19,14,11,15,9,7,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3140,15,11,15,13,14,15,9,5,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3141,18,12,18,12,11,15,9,6,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3142,19,13,18,11,11,15,9,8,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3143,20,14,19,11,11,15,7,8,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3144,17,11,19,12,13,15,5,9,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3145,15,12,19,13,11,15,6,7,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3146,18,13,15,14,11,15,7,5,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3147,19,14,18,13,11,15,5,6,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3148,20,11,19,12,11,15,6,8,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3149,17,12,19,11,11,15,8,9,,,,,,,,,
,,Pre Primary Teacher (2020 NEP and Mental Health),S3150,15,11,16,12,11,15,9,6,,,,,,,,,
64,,Primary Teacher,S3151,20,19,15,12,5,11,12,6,,,,,,,,,
,,Primary Teacher,S3152,19,19,16,11,6,11,12,7,,,,,,,,,
,,Primary Teacher,S3153,18,19,17,13,7,11,12,5,,,,,,,,,
,,Primary Teacher,S3154,17,19,18,14,5,11,12,6,,,,,,,,,
,,Primary Teacher,S3155,16,19,20,12,6,11,12,6,,,,,,,,,
,,Primary Teacher,S3156,15,19,19,12,7,11,12,7,,,,,,,,,
,,Primary Teacher,S3157,19,19,16,12,5,11,12,5,,,,,,,,,
,,Primary Teacher,S3158,18,19,17,12,6,11,12,6,,,,,,,,,
,,Primary Teacher,S3159,17,19,18,12,7,11,12,6,,,,,,,,,
,,Primary Teacher,S3160,16,19,19,12,8,11,12,7,,,,,,,,,
,,Primary Teacher,S3161,20,19,15,12,9,11,12,5,,,,,,,,,
,,Primary Teacher,S3162,19,19,16,12,10,11,12,6,,,,,,,,,
,,Primary Teacher,S3163,18,19,17,12,8,11,12,7,,,,,,,,,
,,Primary Teacher,S3164,17,19,18,12,9,11,12,6,,,,,,,,,
,,Primary Teacher,S3165,16,19,20,12,10,11,12,7,,,,,,,,,
,,Primary Teacher,S3166,15,19,19,12,8,11,12,5,,,,,,,,,
,,Primary Teacher,S3167,19,19,16,12,9,11,12,6,,,,,,,,,
,,Primary Teacher,S3168,18,19,17,12,10,11,12,6,,,,,,,,,
,,Primary Teacher,S3169,17,19,18,14,8,11,14,7,,,,,,,,,
,,Primary Teacher,S3170,16,19,19,14,9,11,14,5,,,,,,,,,
,,Primary Teacher,S3171,20,19,15,14,8,11,14,6,,,,,,,,,
,,Primary Teacher,S3172,19,17,16,14,9,11,14,10,,,,,,,,,
,,Primary Teacher,S3173,18,16,17,14,6,12,14,8,,,,,,,,,
,,Primary Teacher,S3174,17,15,18,14,10,12,14,9,,,,,,,,,
,,Primary Teacher,S3175,16,20,20,14,8,12,14,6,,,,,,,,,
,,Primary Teacher,S3176,15,19,19,14,9,12,14,10,,,,,,,,,
,,Primary Teacher,S3177,19,19,16,14,6,12,14,8,,,,,,,,,
,,Primary Teacher,S3178,18,19,17,14,8,12,14,9,,,,,,,,,
,,Primary Teacher,S3179,17,19,18,14,9,12,14,10,,,,,,,,,
,,Primary Teacher,S3180,16,19,19,14,6,12,14,8,,,,,,,,,
,,Primary Teacher,S3181,20,17,15,14,10,12,14,9,,,,,,,,,
,,Primary Teacher,S3182,19,16,16,11,8,12,11,9,,,,,,,,,
,,Primary Teacher,S3183,18,15,17,11,9,12,11,10,,,,,,,,,
,,Primary Teacher,S3184,17,20,18,11,7,12,11,8,,,,,,,,,
,,Primary Teacher,S3185,16,19,20,11,7,12,11,9,,,,,,,,,
,,Primary Teacher,S3186,15,19,19,11,8,12,11,10,,,,,,,,,
,,Primary Teacher,S3187,19,19,16,11,9,12,11,8,,,,,,,,,
,,Primary Teacher,S3188,18,19,17,11,6,12,11,9,,,,,,,,,
,,Primary Teacher,S3189,17,19,18,11,10,13,11,10,,,,,,,,,
,,Primary Teacher,S3190,16,17,19,11,8,13,11,8,,,,,,,,,
,,Primary Teacher,S3191,20,16,15,11,9,13,11,9,,,,,,,,,
,,Primary Teacher,S3192,19,15,15,11,8,13,11,9,,,,,,,,,
,,Primary Teacher,S3193,18,20,16,11,8,13,11,8,,,,,,,,,
,,Primary Teacher,S3194,17,20,17,11,9,13,11,9,,,,,,,,,
,,Primary Teacher,S3195,16,20,18,11,6,13,11,6,,,,,,,,,
,,Primary Teacher,S3196,15,20,20,11,10,13,11,10,,,,,,,,,
,,Primary Teacher,S3197,19,20,19,11,8,13,11,8,,,,,,,,,
,,Primary Teacher,S3198,18,20,16,11,9,13,11,9,,,,,,,,,
,,Primary Teacher,S3199,17,20,17,11,7,13,11,10,,,,,,,,,
,,Primary Teacher,S3200,16,20,18,11,8,13,11,7,,,,,,,,,
65,,"Middle, Higher School Teacher and Professors",S3201,12,14,11,17,7,15,20,5,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3202,13,11,12,16,6,16,19,6,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3203,14,13,13,20,5,17,18,7,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3204,11,12,12,19,8,18,17,5,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3205,12,13,13,18,9,19,16,6,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3206,13,12,14,17,10,20,20,7,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3207,12,11,11,16,9,15,15,5,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3208,13,14,12,15,8,16,16,6,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3209,14,11,13,19,6,17,17,7,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3210,11,13,12,18,7,18,18,8,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3211,12,12,13,17,7,19,19,9,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3212,13,13,14,16,6,20,20,10,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3213,12,11,11,20,5,15,19,8,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3214,13,14,12,19,8,16,18,9,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3215,14,11,13,18,9,17,17,10,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3216,11,13,12,17,10,18,16,8,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3217,12,12,13,16,9,19,20,9,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3218,13,13,14,15,8,20,15,10,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3219,12,11,11,19,6,15,16,8,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3220,13,14,12,18,7,16,17,9,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3221,14,11,13,17,7,17,18,10,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3222,11,13,12,16,6,18,19,8,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3223,12,12,13,20,5,19,20,9,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3224,13,13,14,19,8,20,19,10,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3225,12,12,11,18,9,15,18,8,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3226,13,14,12,17,10,16,17,9,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3227,14,11,13,16,9,17,16,6,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3228,11,13,12,15,8,18,20,6,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3229,12,12,13,19,6,19,15,10,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3230,13,13,14,18,7,20,16,8,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3231,12,14,11,17,7,15,17,9,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3232,13,11,12,16,6,16,18,10,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3233,14,13,13,20,5,17,19,8,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3234,11,12,12,19,8,18,20,9,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3235,12,13,13,18,9,19,19,7,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3236,13,12,14,17,10,20,18,10,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3237,12,14,11,16,9,15,17,8,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3238,13,11,12,15,8,16,16,9,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3239,14,13,13,19,6,17,20,10,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3240,11,12,12,18,7,18,15,8,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3241,12,13,13,17,7,19,16,9,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3242,13,14,14,16,6,20,20,8,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3243,12,11,11,17,5,15,19,10,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3244,13,13,12,16,8,16,18,8,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3245,14,12,13,15,9,17,17,9,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3246,11,14,12,19,10,18,16,10,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3247,12,11,13,18,9,19,20,8,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3248,13,13,14,17,8,20,15,9,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3249,14,12,13,16,6,18,16,7,,,,,,,,,
,,"Middle, Higher School Teacher and Professors",S3250,12,13,14,15,7,19,17,8,,,,,,,,,
66,,Anthropologist,S3251,11,5,7,18,15,7,19,12,,,,,,,,,
,,Anthropologist,S3252,13,6,7,19,16,7,19,13,,,,,,,,,
,,Anthropologist,S3253,14,7,8,20,17,7,20,14,,,,,,,,,
,,Anthropologist,S3254,12,8,9,17,18,7,17,11,,,,,,,,,
,,Anthropologist,S3255,13,9,10,16,19,7,16,12,,,,,,,,,
,,Anthropologist,S3256,11,8,6,15,20,7,15,13,,,,,,,,,
,,Anthropologist,S3257,13,7,7,18,15,7,18,12,,,,,,,,,
,,Anthropologist,S3258,14,6,8,19,16,7,19,13,,,,,,,,,
,,Anthropologist,S3259,12,5,9,20,17,7,20,14,,,,,,,,,
,,Anthropologist,S3260,13,5,7,17,18,7,17,11,,,,,,,,,
,,Anthropologist,S3261,11,6,8,16,19,7,16,12,,,,,,,,,
,,Anthropologist,S3262,13,7,9,15,20,7,15,13,,,,,,,,,
,,Anthropologist,S3263,14,8,10,18,15,7,18,12,,,,,,,,,
,,Anthropologist,S3264,12,9,6,19,16,7,19,13,,,,,,,,,
,,Anthropologist,S3265,13,8,7,20,17,7,20,14,,,,,,,,,
,,Anthropologist,S3266,11,7,8,17,18,7,17,11,,,,,,,,,
,,Anthropologist,S3267,13,6,9,16,19,7,16,12,,,,,,,,,
,,Anthropologist,S3268,14,5,7,15,20,6,15,13,,,,,,,,,
,,Anthropologist,S3269,12,5,8,17,15,6,20,12,,,,,,,,,
,,Anthropologist,S3270,13,6,9,16,16,6,16,13,,,,,,,,,
,,Anthropologist,S3271,11,7,10,15,17,6,15,14,,,,,,,,,
,,Anthropologist,S3272,13,8,6,18,18,6,19,11,,,,,,,,,
,,Anthropologist,S3273,14,9,7,19,19,6,17,12,,,,,,,,,
,,Anthropologist,S3274,12,8,8,20,20,6,20,13,,,,,,,,,
,,Anthropologist,S3275,13,7,9,17,15,6,16,12,,,,,,,,,
,,Anthropologist,S3276,11,6,7,16,16,6,15,13,,,,,,,,,
,,Anthropologist,S3277,13,5,8,15,17,6,19,14,,,,,,,,,
,,Anthropologist,S3278,14,5,9,17,18,6,17,11,,,,,,,,,
,,Anthropologist,S3279,12,6,10,16,19,6,20,12,,,,,,,,,
,,Anthropologist,S3280,13,7,6,15,20,6,16,13,,,,,,,,,
,,Anthropologist,S3281,11,8,7,18,15,6,15,12,,,,,,,,,
,,Anthropologist,S3282,13,9,8,19,16,9,19,13,,,,,,,,,
,,Anthropologist,S3283,14,8,9,20,17,9,17,14,,,,,,,,,
,,Anthropologist,S3284,12,7,7,17,18,9,16,11,,,,,,,,,
,,Anthropologist,S3285,13,6,8,16,19,9,15,12,,,,,,,,,
,,Anthropologist,S3286,11,5,9,15,20,9,19,13,,,,,,,,,
,,Anthropologist,S3287,13,9,10,19,15,9,17,12,,,,,,,,,
,,Anthropologist,S3288,14,5,6,17,16,9,19,13,,,,,,,,,
,,Anthropologist,S3289,12,6,7,16,17,9,19,14,,,,,,,,,
,,Anthropologist,S3290,13,7,8,15,18,9,19,11,,,,,,,,,
,,Anthropologist,S3291,11,8,9,18,19,9,16,12,,,,,,,,,
,,Anthropologist,S3292,13,9,7,19,20,9,15,13,,,,,,,,,
,,Anthropologist,S3293,14,8,8,20,15,10,19,12,,,,,,,,,
,,Anthropologist,S3294,12,7,9,17,16,10,17,13,,,,,,,,,
,,Anthropologist,S3295,13,6,10,16,17,10,19,14,,,,,,,,,
,,Anthropologist,S3296,11,8,6,15,18,10,16,11,,,,,,,,,
,,Anthropologist,S3297,13,7,7,16,19,10,15,12,,,,,,,,,
,,Anthropologist,S3298,14,6,8,15,15,10,19,13,,,,,,,,,
,,Anthropologist,S3299,12,5,9,19,19,10,17,14,,,,,,,,,
,,Anthropologist,S3300,13,10,10,17,20,10,19,12,,,,,,,,,
67,,Medical,S3301,11,7,12,13,7,18,12,15,,,,,,,,,
,,Medical,S3302,13,6,12,14,9,19,12,16,,,,,,,,,
,,Medical,S3303,14,5,12,12,8,20,12,17,,,,,,,,,
,,Medical,S3304,12,6,12,13,6,17,12,18,,,,,,,,,
,,Medical,S3305,13,7,12,11,5,16,12,19,,,,,,,,,
,,Medical,S3306,11,8,12,13,10,15,12,20,,,,,,,,,
,,Medical,S3307,13,9,12,14,7,18,12,15,,,,,,,,,
,,Medical,S3308,14,8,12,13,5,19,12,16,,,,,,,,,
,,Medical,S3309,12,7,12,14,8,20,12,17,,,,,,,,,
,,Medical,S3310,13,6,13,12,9,17,13,18,,,,,,,,,
,,Medical,S3311,11,8,13,13,5,16,13,19,,,,,,,,,
,,Medical,S3312,13,7,13,11,8,15,13,20,,,,,,,,,
,,Medical,S3313,14,6,13,13,6,18,13,15,,,,,,,,,
,,Medical,S3314,12,7,13,14,5,19,13,16,,,,,,,,,
,,Medical,S3315,13,5,13,13,10,20,13,17,,,,,,,,,
,,Medical,S3316,11,6,13,14,7,17,13,18,,,,,,,,,
,,Medical,S3317,13,7,13,12,5,16,13,19,,,,,,,,,
,,Medical,S3318,14,8,13,13,8,15,13,20,,,,,,,,,
,,Medical,S3319,12,9,13,11,6,20,13,15,,,,,,,,,
,,Medical,S3320,13,8,14,13,5,20,14,16,,,,,,,,,
,,Medical,S3321,11,7,14,14,10,15,14,17,,,,,,,,,
,,Medical,S3322,13,6,14,13,7,16,14,18,,,,,,,,,
,,Medical,S3323,12,8,14,14,5,17,14,19,,,,,,,,,
,,Medical,S3324,13,7,14,12,6,18,14,20,,,,,,,,,
,,Medical,S3325,14,6,14,13,8,19,14,15,,,,,,,,,
,,Medical,S3326,12,6,14,11,6,20,14,16,,,,,,,,,
,,Medical,S3327,13,5,14,13,5,20,14,17,,,,,,,,,
,,Medical,S3328,11,6,14,14,10,15,14,18,,,,,,,,,
,,Medical,S3329,13,7,14,13,7,16,14,19,,,,,,,,,
,,Medical,S3330,14,8,14,14,5,17,14,20,,,,,,,,,
,,Medical,S3331,12,9,14,12,6,18,14,15,,,,,,,,,
,,Medical,S3332,13,8,14,13,9,19,14,16,,,,,,,,,
,,Medical,S3333,11,7,14,11,8,20,14,17,,,,,,,,,
,,Medical,S3334,13,6,14,13,6,20,14,18,,,,,,,,,
,,Medical,S3335,14,8,11,14,5,15,11,19,,,,,,,,,
,,Medical,S3336,12,7,11,13,10,16,11,20,,,,,,,,,
,,Medical,S3337,13,6,11,14,7,17,11,15,,,,,,,,,
,,Medical,S3338,11,9,11,12,5,18,11,16,,,,,,,,,
,,Medical,S3339,13,5,11,13,9,19,11,17,,,,,,,,,
,,Medical,S3340,14,6,11,11,8,19,11,18,,,,,,,,,
,,Medical,S3341,12,7,11,13,6,19,11,19,,,,,,,,,
,,Medical,S3342,13,8,11,14,5,20,11,20,,,,,,,,,
,,Medical,S3343,11,9,11,13,10,15,11,15,,,,,,,,,
,,Medical,S3344,13,8,11,14,7,16,11,16,,,,,,,,,
,,Medical,S3345,14,7,12,12,8,17,12,17,,,,,,,,,
,,Medical,S3346,12,6,12,13,6,20,12,18,,,,,,,,,
,,Medical,S3347,13,8,12,11,5,15,12,19,,,,,,,,,
,,Medical,S3348,11,7,12,13,10,16,12,20,,,,,,,,,
,,Medical,S3349,13,6,12,14,7,17,12,19,,,,,,,,,
,,Medical,S3350,11,10,12,13,5,18,12,20,,,,,,,,,
68,,"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",S3351,19,6,20,11,12,19,11,6,,,,,,,,,
,,"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",S3352,18,9,19,12,11,18,12,5,,,,,,,,,
,,"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",S3353,17,8,18,12,13,19,12,6,,,,,,,,,
,,"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",S3354,16,6,17,11,14,18,11,9,,,,,,,,,
,,"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",S3355,15,5,16,14,12,17,14,8,,,,,,,,,
,,"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",S3356,20,6,15,13,13,16,13,6,,,,,,,,,
,,"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",S3357,19,9,20,11,11,19,11,5,,,,,,,,,
,,"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",S3358,18,8,19,12,13,18,12,6,,,,,,,,,
,,"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",S3359,19,6,18,12,14,19,12,9,,,,,,,,,
,,"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",S3360,18,5,17,11,12,18,11,8,,,,,,,,,
,,"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",S3361,17,6,16,14,13,17,14,6,,,,,,,,,
,,"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",S3362,16,9,15,13,11,16,13,5,,,,,,,,,
,,"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",S3363,15,8,20,11,13,19,11,6,,,,,,,,,
,,"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",S3364,20,6,19,12,14,18,12,9,,,,,,,,,
,,"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",S3365,19,5,18,12,12,19,12,8,,,,,,,,,
,,"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",S3366,18,6,17,11,13,18,11,6,,,,,,,,,
,,"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",S3367,19,9,16,14,11,17,14,5,,,,,,,,,
,,"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",S3368,18,8,15,13,13,16,13,6,,,,,,,,,
,,"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",S3369,17,6,20,11,14,20,11,9,,,,,,,,,
,,"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",S3370,16,6,19,12,12,19,12,8,,,,,,,,,
,,"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",S3371,15,9,18,12,13,18,12,6,,,,,,,,,
,,"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",S3372,20,8,17,11,11,19,11,5,,,,,,,,,
,,"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",S3373,19,6,16,14,13,18,14,6,,,,,,,,,
